,Unnamed: 0,ID,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,km_per_driving_day,drives_per_driving_day,km_per_drive,is_churned,device_code
2995,4108,4108,73,58,271.8422633,1139,403,0,2080.78977,439.9772613,11,11,189.16270636363635,5.2727272727272725,35.87568568965517,1,2
2996,4109,4109,108,87,292.687545,1223,255,231,808.0673415,655.3037939,4,4,202.016835375,21.75,9.288130362068966,1,1
2997,4110,4110,102,82,200.1884964,3345,14,24,3191.823428,1405.41687,23,17,187.75431929411766,4.823529411764706,38.92467595121951,0,1
2998,4111,4111,314,255,321.7260463,2577,47,0,1697.515918,539.5513635,18,14,121.251137,18.214285714285715,6.656925168627451,0,2
2999,4112,4112,106,85,184.6114588,2120,0,175,3713.975468,1695.280555,8,4,928.493867,21.25,43.693829035294115,0,1
3000,4114,4114,59,49,62.71951025,2160,172,27,4325.891853,1821.768901,6,1,4325.891853,49.0,88.28350720408163,1,1
3001,4115,4115,31,27,34.92073639,1575,133,0,1653.565336,1370.394227,21,15,110.23768906666666,1.8,61.24316059259259,0,1
3002,4116,4116,45,45,112.4232524,2127,0,5,1174.568346,817.8818471,8,4,293.6420865,11.25,26.1015188,0,1
3003,4117,4117,41,33,104.5408502,2140,38,26,1948.229628,1400.816235,23,14,139.15925914285714,2.357142857142857,59.03726145454546,0,1
3004,4119,4119,33,27,349.3553254,2018,3,86,3152.873892,361.9426222,13,12,262.739491,2.25,116.77310711111112,0,2
3005,4120,4120,75,61,209.9175146,2196,0,23,1509.913753,1124.147181,11,11,137.26488663636363,5.545454545454546,24.752684475409836,1,1
3006,4121,4121,40,32,136.7883471,532,62,0,5817.352785,866.4917819,6,1,5817.352785,32.0,181.79227453125,0,2
3007,4123,4123,489,391,504.6170537,385,15,53,7363.263076,3418.281276,2,2,3681.631538,195.5,18.831874874680306,0,1
3008,4125,4125,69,65,369.6649307,2137,132,39,5301.4693,1804.860405,12,11,481.95175454545455,5.909090909090909,81.56106615384616,0,2
3009,4127,4127,72,58,82.08358633,3357,51,124,4453.286201,1484.096688,8,6,742.2143668333333,9.666666666666666,76.78079656896551,0,1
3010,4128,4128,132,105,312.5256216,1767,0,0,4344.746451,755.7844402,18,13,334.21126546153846,8.076923076923077,41.37853762857143,0,1
3011,4129,4129,62,50,91.84269155,1606,228,125,3054.921756,1672.315262,18,17,179.7012797647059,2.9411764705882355,61.098435120000005,0,2
3012,4131,4131,9,7,131.8347377,1486,176,80,2590.502778,1872.743919,6,6,431.750463,1.1666666666666667,370.07182542857146,0,1
3013,4133,4133,40,32,59.77728157,393,486,51,1147.245684,893.7431052,19,16,71.70285525,2.0,35.851427625,0,1
3014,4136,4136,21,21,215.5473289,2051,3,0,744.6575532,382.1205399,7,7,106.37965045714286,3.0,35.459883485714286,0,1
3015,4137,4137,25,21,76.49633058,151,118,0,6709.764212,907.8244969,7,2,3354.882106,10.5,319.5125815238095,0,2
3016,4138,4138,43,35,55.83539873,397,86,0,3978.635105,1192.298253,25,18,221.0352836111111,1.9444444444444444,113.67528871428571,0,2
3017,4139,4139,6,6,12.78418716,3238,172,56,1278.892998,960.9230703,5,5,255.7785996,1.2,213.148833,1,1
3018,4140,4140,96,77,409.1705671,189,71,135,3560.846684,1553.218513,21,17,209.46156964705884,4.529411764705882,46.24476212987013,0,2
3019,4141,4141,108,88,159.8587642,90,216,36,9046.380664,5160.720042,17,10,904.6380664000001,8.8,102.79978027272728,0,1
3020,4143,4143,253,206,259.762916,1678,51,3,5112.780605,2703.237392,6,6,852.1301008333334,34.333333333333336,24.819323325242717,1,2
3021,4145,4145,25,20,62.36489309,253,193,103,7067.155021,2353.804235,17,17,415.7150012352941,1.1764705882352942,353.35775105,0,1
3022,4147,4147,63,63,66.17532858,2328,159,0,3456.296017,1968.745295,28,24,144.01233404166666,2.625,54.861841539682544,0,2
3023,4148,4148,27,27,283.0194024,2093,14,73,2402.902702,1796.892873,15,8,300.36283775,3.375,88.99639637037036,0,1
3024,4149,4149,42,35,175.7585963,44,508,41,8368.555022,3912.656099,30,27,309.9464822962963,1.2962962962962963,239.10157205714287,0,1
3025,4150,4150,22,18,393.6956665,2130,410,45,1893.048915,984.2580918,16,13,145.61914730769232,1.3846153846153846,105.16938416666667,0,2
3026,4152,4152,120,96,460.5780169,469,90,22,3143.634987,1719.232166,18,18,174.64638816666667,5.333333333333333,32.74619778125,0,1
3027,4153,4153,27,22,47.56026455,2979,0,52,4666.824656,2105.488067,5,1,4666.824656,22.0,212.12839345454543,0,1
3028,4154,4154,62,50,90.45563045,257,81,91,1424.868936,961.2773662,2,2,712.434468,25.0,28.49737872,0,1
3029,4155,4155,51,41,52.59987509,2531,0,26,2170.984136,1382.713118,24,14,155.07029542857143,2.9285714285714284,52.95083258536585,0,1
3030,4156,4156,85,70,152.6851095,3227,0,0,1539.340282,444.0456346,7,7,219.90575457142856,10.0,21.990575457142857,1,2
3031,4157,4157,13,11,34.33903367,2383,108,0,9062.044588,1827.022632,1,1,9062.044588,11.0,823.8222352727273,1,1
3032,4158,4158,129,104,145.9254503,2710,0,0,2000.319617,1361.726603,30,21,95.2533150952381,4.9523809523809526,19.233842471153846,0,2
3033,4159,4159,69,56,106.389429,1096,35,59,12585.25428,5587.562519,1,1,12585.25428,56.0,224.73668357142856,0,2
3034,4161,4161,169,139,308.021398,1637,62,7,3344.082016,2344.232022,26,24,139.33675066666666,5.791666666666667,24.058144,0,1
3035,4162,4162,47,37,94.7604354,2035,0,14,1848.107075,639.5973979,15,13,142.16208269230768,2.8461538461538463,49.948839864864865,0,1
3036,4165,4165,38,31,88.69221884,2427,0,17,5573.308224,1034.753977,12,7,796.1868891428572,4.428571428571429,179.78413625806454,1,1
3037,4166,4166,34,29,155.5909556,635,185,0,2482.67093,605.4258023,23,23,107.9422143478261,1.2608695652173914,85.60934241379312,0,2
3038,4167,4167,218,175,282.5762778,627,20,46,2880.735275,698.1513012,7,7,411.5336107142857,25.0,16.46134442857143,0,1
3039,4169,4169,45,45,109.1425173,749,557,0,1331.776205,1076.623007,19,10,133.1776205,4.5,29.595026777777775,0,1
3040,4171,4171,130,110,154.5655603,1496,21,61,2337.019388,1846.703187,12,12,194.75161566666668,9.166666666666666,21.2456308,0,1
3041,4172,4172,185,155,618.3829854,2757,79,228,5299.078361,3541.662537,1,1,5299.078361,155.0,34.18760232903226,1,1
3042,4173,4173,55,49,92.33903006,270,22,72,4040.766461,2014.504468,25,22,183.67120277272727,2.227272727272727,82.46462165306123,0,2
3043,4174,4174,19,19,32.26114114,526,0,22,4230.31653,2027.732649,3,3,1410.10551,6.333333333333333,222.64823842105264,1,1
3044,4176,4176,183,147,201.7531873,3445,18,0,5464.70625,2138.272315,2,2,2732.353125,73.5,37.17487244897959,1,2
3045,4178,4178,45,37,255.655467,3131,282,31,4054.397956,2119.75856,9,9,450.48866177777774,4.111111111111111,109.57832313513514,0,1
3046,4179,4179,81,65,91.68615686,1036,148,15,2944.656814,912.4176864,6,2,1472.328407,32.5,45.302412523076924,1,1
3047,4180,4180,309,247,559.7647822,1399,46,0,4144.24247,2689.808986,19,19,218.1180247368421,13.0,16.7783095951417,0,1
3048,4181,4181,84,84,218.9417135,2114,0,4,6590.382407,5121.422281,11,11,599.1256733636363,7.636363636363637,78.45693341666667,0,2
3049,4182,4182,83,67,142.3208623,1724,16,11,8738.057535,2197.498237,19,13,672.1582719230769,5.153846153846154,130.4187691791045,0,2
3050,4183,4183,39,32,55.97668105,2529,34,121,3529.801604,584.8926596,21,16,220.61260025,2.0,110.306300125,0,1
3051,4185,4185,29,23,245.3535752,1059,89,0,1821.819364,925.5500714,20,15,121.45462426666667,1.5333333333333334,79.20953756521739,0,2
3052,4187,4187,81,65,144.3416096,298,223,0,2920.0222,1654.52559,17,17,171.76601176470587,3.823529411764706,44.92341846153846,0,1
3053,4189,4189,57,46,202.6809097,1655,125,0,2505.551654,236.2184248,21,13,192.73474261538462,3.5384615384615383,54.4685142173913,0,2
3054,4192,4192,135,108,206.5198732,986,138,0,8654.047988,2710.977147,8,3,2884.6826626666666,36.0,80.13007396296297,1,1
3055,4194,4194,138,110,189.5683441,2348,0,67,3955.306898,3077.239811,12,7,565.0438425714285,15.714285714285714,35.957335436363635,0,2
3056,4195,4195,104,104,117.7255327,2780,210,282,1485.754319,837.4266326,13,11,135.06857445454546,9.454545454545455,14.286099221153846,0,2
3057,4196,4196,39,36,434.1715864,3009,0,64,5181.580862,1501.471117,6,6,863.5968103333333,6.0,143.93280172222222,0,1
3058,4197,4197,27,25,178.9617969,1332,0,4,1528.156352,640.3992595,24,18,84.89757511111111,1.3888888888888888,61.126254079999995,0,1
3059,4199,4199,110,102,134.6412019,460,411,0,5221.956681,802.1810778,9,3,1740.6522269999998,34.0,51.195653735294115,0,1
3060,4200,4200,51,42,89.89737348,1557,269,32,4283.882034,1673.754578,4,2,2141.941017,21.0,101.9971912857143,1,1
3061,4202,4202,54,43,95.21370404,26,0,0,3460.063167,305.9762939,15,14,247.14736907142856,3.0714285714285716,80.46658527906976,0,1
3062,4203,4203,41,41,106.9712857,787,0,59,5679.830903,2638.017094,11,8,709.978862875,5.125,138.53246104878048,0,2
3063,4205,4205,12,9,108.0403705,2403,158,1,3979.100421,1381.324376,6,4,994.77510525,2.25,442.122269,0,1
3064,4206,4206,88,71,255.0353471,2720,15,114,3778.450594,2815.662843,15,14,269.88932814285715,5.071428571428571,53.217614,0,1
3065,4207,4207,37,32,156.0478484,1416,0,0,4255.042943,2797.459584,18,10,425.5042943,3.2,132.97009196875,1,2
3066,4208,4208,130,105,394.1745252,1660,0,0,7594.224347,1830.962929,12,12,632.8520289166667,8.75,72.32594616190477,0,2
3067,4209,4209,67,67,121.4947907,1584,0,4,4312.52295,1946.862772,15,7,616.074707142857,9.571428571428571,64.36601417910447,0,1
3068,4210,4210,3,3,121.0107677,3338,317,0,1265.924018,947.9403681,3,2,632.962009,1.5,421.97467266666666,0,1
3069,4211,4211,83,68,127.4663682,2695,6,0,4090.310656,2502.477281,28,19,215.27950821052633,3.5789473684210527,60.151627294117645,0,1
3070,4212,4212,27,25,63.96040828,2792,5,5,4460.194291,239.6474103,23,14,318.5853065,1.7857142857142858,178.40777164,0,1
3071,4213,4213,223,178,604.5508628,2127,113,0,4351.151948,3400.78548,9,5,870.2303896,35.6,24.44467386516854,0,2
3072,4214,4214,65,52,85.47270819,248,215,171,6613.776106,1535.187858,9,9,734.8640117777778,5.777777777777778,127.18800203846155,0,1
3073,4218,4218,24,21,79.15531485,2527,0,0,1258.741537,259.2275259,11,6,209.7902561666667,3.5,59.9400731904762,0,1
3074,4219,4219,51,41,74.96983628,3319,0,0,4428.667865,2225.676135,25,23,192.55077673913044,1.7826086956521738,108.01628939024391,0,1
3075,4221,4221,47,39,47.46354556,1588,59,0,5133.740392,2753.759876,4,3,1711.2467973333332,13.0,131.634369025641,1,2
3076,4222,4222,7,7,25.91390088,1766,0,0,6892.698596,2657.628586,5,1,6892.698596,7.0,984.671228,0,1
3077,4223,4223,56,45,124.8503682,2623,269,124,2382.428243,559.7866791,27,21,113.44896395238095,2.142857142857143,52.94284984444444,0,2
3078,4224,4224,43,35,186.8660207,1658,267,0,2973.992303,1494.855589,23,20,148.69961515,1.75,84.97120865714285,0,1
3079,4225,4225,43,35,140.4822964,1893,215,0,3534.80493,952.3550265,22,18,196.37805166666666,1.9444444444444444,100.99442657142856,0,1
3080,4226,4226,18,18,43.91158547,1173,0,0,1470.927048,443.6028091,6,6,245.154508,3.0,81.71816933333334,0,1
3081,4227,4227,44,37,68.34749495,1871,206,0,913.1171443,173.4063308,31,29,31.486798079310343,1.2758620689655173,24.678841737837836,0,1
3082,4228,4228,11,9,111.5288988,1635,62,0,2263.458586,1209.049498,5,1,2263.458586,9.0,251.49539844444448,1,1
3083,4229,4229,23,21,48.97637664,661,108,34,2301.631575,1754.609273,19,16,143.8519734375,1.3125,109.60150357142857,0,1
3084,4230,4230,42,41,79.38718888,3235,284,32,7772.99426,3572.452734,7,3,2590.998086666667,13.666666666666666,189.58522585365856,0,1
3085,4231,4231,426,341,471.4335783,1971,472,0,4183.896557,2185.797215,29,19,220.20508194736843,17.94736842105263,12.269491369501466,1,1
3086,4232,4232,64,64,118.3084157,2240,40,0,2082.100501,1234.417889,22,16,130.1312813125,4.0,32.532820328125,1,1
3087,4234,4234,153,129,270.0456262,2069,240,12,6505.706121,717.7775522,2,1,6505.706121,129.0,50.43183039534884,0,1
3088,4235,4235,16,16,47.69179663,2661,0,0,2514.97023,788.0092511,16,10,251.49702299999998,1.6,157.185639375,0,1
3089,4236,4236,26,21,32.12362441,3031,3,36,1573.024637,985.242439,9,9,174.78051522222222,2.3333333333333335,74.90593509523809,0,2
3090,4237,4237,31,31,61.64464357,2738,0,17,4015.375668,148.1512019,27,22,182.51707581818184,1.4090909090909092,129.52824735483873,0,1
3091,4239,4239,81,81,204.3051096,1956,55,136,2959.115117,1984.221304,9,9,328.7905685555555,9.0,36.53228539506173,0,2
3092,4240,4240,40,35,99.13191105,3361,79,0,5238.832899,3336.033056,17,15,349.2555266,2.3333333333333335,149.68093997142856,0,1
3093,4241,4241,25,20,132.9875273,2372,590,0,8016.49237,1889.341009,25,17,471.55837470588233,1.1764705882352942,400.8246185,0,1
3094,4244,4244,28,28,45.71157305,787,11,9,2364.297167,1743.483725,11,11,214.9361060909091,2.5454545454545454,84.43918453571429,0,1
3095,4245,4245,34,34,61.16946774,30,62,8,2884.08779,1189.137833,29,19,151.7940942105263,1.7894736842105263,84.82611147058823,0,1
3096,4246,4246,10,8,125.1992256,3168,0,11,668.4841342,517.8328252,8,5,133.69682684,1.6,83.560516775,1,2
3097,4247,4247,129,105,421.503044,1518,0,1,3375.251774,660.0917781,27,26,129.81737592307692,4.038461538461538,32.14525499047619,0,2
3098,4249,4249,32,26,130.6636108,2790,0,20,2658.017605,803.0136591,14,10,265.8017605,2.6,102.23144634615385,0,2
3099,4250,4250,137,116,284.2626908,1444,70,0,5355.415023,1351.915793,12,8,669.426877875,14.5,46.16737088793103,1,1
3100,4251,4251,283,227,286.5528621,924,59,51,4516.054763,3431.633371,15,10,451.6054763,22.7,19.89451437444934,0,1
3101,4252,4252,20,16,41.42422674,644,0,0,2716.742067,1592.381861,12,11,246.97655154545456,1.4545454545454546,169.7963791875,0,1
3102,4253,4253,163,132,496.1243416,367,181,26,2511.135468,1460.417262,13,8,313.8919335,16.5,19.023753545454547,0,2
3103,4255,4255,106,91,127.7001158,1789,54,55,4848.168925,3262.77525,10,5,969.633785,18.2,53.27658159340659,0,2
3104,4256,4256,54,54,56.03603082,648,42,76,3116.087228,1373.209275,17,15,207.73914853333332,3.6,57.705319037037036,0,2
3105,4257,4257,34,27,64.88324648,1028,84,1,2359.767246,1229.824,13,13,181.5205573846154,2.076923076923077,87.39878688888888,0,2
3106,4258,4258,26,26,60.04049136,3024,347,108,867.7860486,626.0046217,14,11,78.88964078181817,2.3636363636363638,33.37638648461538,0,1
3107,4259,4259,64,52,127.7868442,200,9,24,8033.136413,1521.466478,16,15,535.5424275333334,3.466666666666667,154.4833925576923,0,2
3108,4262,4262,14,12,34.40683449,2435,9,46,2018.224716,1375.792238,6,6,336.370786,2.0,168.185393,0,2
3109,4263,4263,136,109,135.8645476,3388,164,0,2146.272861,914.7065711,21,19,112.96172952631578,5.7368421052631575,19.690576706422018,0,1
3110,4265,4265,31,31,117.3193897,2432,160,85,1999.546659,1016.712207,14,6,333.25777650000003,5.166666666666667,64.50150512903227,1,2
3111,4267,4267,60,49,112.9219582,1215,299,0,2176.021449,1540.340899,17,16,136.0013405625,3.0625,44.408601,0,2
3112,4268,4268,89,72,136.8996134,1205,16,0,4473.629715,1468.921023,24,15,298.241981,4.8,62.13374604166667,0,2
3113,4270,4270,311,251,642.9616075,1522,0,20,8697.477459,1366.693219,17,11,790.679769,22.818181818181817,34.65130461752988,0,1
3114,4271,4271,79,64,163.2938673,3249,671,0,5153.391972,3009.816459,9,9,572.599108,7.111111111111111,80.5217495625,0,2
3115,4273,4273,42,35,157.519836,2914,69,0,3933.100026,648.045934,5,4,983.2750065,8.75,112.37428645714286,0,2
3116,4275,4275,44,36,304.0691126,255,0,38,13217.82042,2952.000106,16,12,1101.485035,3.0,367.1616783333333,0,1
3117,4276,4276,87,70,126.5263075,2449,201,0,3994.270644,1713.483982,26,24,166.4279435,2.9166666666666665,57.0610092,0,1
3118,4277,4277,442,356,461.4840013,1410,526,0,1986.774737,1380.756098,21,16,124.1734210625,22.25,5.5808279129213485,0,1
3119,4278,4278,62,62,242.7582449,2619,0,0,4720.642758,1193.979445,13,8,590.08034475,7.75,76.13939932258064,0,1
3120,4279,4279,83,67,171.9156077,1045,0,46,3008.382907,352.2301315,22,15,200.5588604666667,4.466666666666667,44.90123741791045,0,1
3121,4280,4280,24,21,67.44859739,2575,141,0,844.1414324,253.2999541,22,16,52.758839525,1.3125,40.19721106666667,0,1
3122,4281,4281,144,115,204.6972387,688,28,72,4878.52583,1357.658346,20,18,271.02921277777773,6.388888888888889,42.42196373913043,0,1
3123,4282,4282,58,49,198.2863551,3272,9,0,6471.944427,4883.651033,17,11,588.3585842727273,4.454545454545454,132.08049851020408,1,1
3124,4284,4284,30,26,523.5770965,1470,10,4,6493.403832,1657.420261,14,14,463.81455942857144,1.8571428571428572,249.74630123076923,0,1
3125,4285,4285,58,58,118.8253448,2062,26,0,1587.335758,803.5370325,27,19,83.54398726315789,3.0526315789473686,27.367857896551723,0,1
3126,4286,4286,37,32,561.8008274,634,29,0,1875.46925,721.3628211,17,14,133.96208928571428,2.2857142857142856,58.6084140625,0,2
3127,4291,4291,42,34,257.1265053,3164,370,0,9095.504628,3622.28634,11,11,826.8640570909091,3.090909090909091,267.51484200000004,0,1
3128,4292,4292,34,34,123.4188558,2002,19,0,4307.485853,2538.852867,28,19,226.7097817368421,1.7894736842105263,126.69076038235295,0,2
3129,4293,4293,40,32,266.3622616,1975,62,27,2988.747097,2291.064783,17,13,229.90362284615384,2.4615384615384617,93.39834678125,0,2
3130,4294,4294,106,86,130.3574152,2729,30,0,6989.828959,4134.595804,10,4,1747.45723975,21.5,81.27708091860465,0,1
3131,4295,4295,189,153,196.5861555,173,48,0,1322.072469,833.2290246,12,12,110.17270574999999,12.75,8.640996529411764,0,1
3132,4296,4296,85,68,258.6205852,99,60,0,4930.429132,3799.579873,9,4,1232.607283,17.0,72.50631076470589,0,2
3133,4299,4299,41,33,199.7045663,976,18,0,3838.985062,969.5194212,31,28,137.10660935714287,1.1785714285714286,116.33288066666667,0,1
3134,4300,4300,203,163,369.7753916,2940,62,79,791.3269358,463.2381378,24,20,39.56634679,8.15,4.854766477300614,0,1
3135,4302,4302,65,52,193.1588746,2734,16,0,6746.220392,2922.821492,26,16,421.6387745,3.25,129.73500753846153,0,1
3136,4306,4306,211,170,243.4097815,2105,227,2,9156.775085,981.9472347,16,9,1017.4194538888888,18.88888888888889,53.86338285294117,0,1
3137,4307,4307,60,56,158.4895084,1548,147,0,2170.627782,993.5934755,9,3,723.542594,18.666666666666668,38.761210392857144,1,1
3138,4308,4308,59,59,174.9060863,3372,164,97,5077.417047,4022.58987,21,13,390.57054207692306,4.538461538461538,86.05791605084745,0,2
3139,4310,4310,40,38,68.92480036,212,254,45,2144.277626,1461.669579,28,25,85.77110504000001,1.52,56.42835857894737,0,2
3140,4311,4311,58,46,106.6730414,3275,419,178,3484.235072,2254.823868,27,19,183.3807932631579,2.4210526315789473,75.74424069565217,0,2
3141,4312,4312,26,23,31.6725384,1328,30,9,3383.839721,2062.622911,15,12,281.98664341666665,1.9166666666666667,147.12346613043476,0,2
3142,4314,4314,30,24,69.47060079,2256,36,21,2350.718598,1544.926923,10,9,261.1909553333333,2.6666666666666665,97.94660825,1,1
3143,4315,4315,142,114,194.4911176,560,37,31,2296.024495,1333.394077,5,3,765.3414983333333,38.0,20.140565745614037,1,2
3144,4316,4316,35,28,162.5804881,2765,194,46,2031.254968,1398.180389,12,12,169.27124733333332,2.3333333333333335,72.54482028571428,0,2
3145,4317,4317,21,21,171.1597677,3348,0,50,3983.743197,2326.835254,14,7,569.106171,3.0,189.702057,0,1
3146,4318,4318,148,120,159.9613083,1558,110,55,3333.495661,2049.738528,13,6,555.5826101666667,20.0,27.77913050833333,0,2
3147,4321,4321,76,62,77.01228877,3294,101,29,5618.891408,3550.041787,27,25,224.75565632,2.48,90.62728077419355,0,1
3148,4322,4322,54,44,592.2741938,3172,99,0,2024.722859,1318.386281,26,19,106.564361,2.3157894736842106,46.016428613636364,0,2
3149,4324,4324,61,49,115.414314,3050,32,0,3217.548618,1299.582672,3,3,1072.516206,16.333333333333332,65.66425751020408,0,1
3150,4325,4325,17,17,28.09465357,3296,157,0,2854.285984,1465.470384,12,10,285.4285984,1.7,167.89917552941176,0,1
3151,4326,4326,72,71,198.622852,1661,0,56,6240.309909,2233.000232,24,20,312.01549545,3.55,87.89168885915493,0,1
3152,4327,4327,122,109,132.1488841,2877,0,22,2877.109605,934.9082859,30,27,106.55961500000001,4.037037037037037,26.39550096330275,0,1
3153,4328,4328,109,88,186.6796989,2665,0,78,7730.076681,3696.605294,5,2,3865.0383405,44.0,87.84178046590908,0,2
3154,4329,4329,212,175,219.8731502,1369,141,0,2870.712269,1891.669683,7,3,956.9040896666667,58.333333333333336,16.404070108571428,1,1
3155,4331,4331,52,42,356.7277946,1540,96,148,5615.701648,911.5603641,18,14,401.1215462857143,3.0,133.7071820952381,0,2
3156,4332,4332,113,101,398.6565826,1251,0,0,8015.408745,741.2140055,29,21,381.6861307142857,4.809523809523809,79.36048262376238,0,2
3157,4333,4333,138,111,165.645971,2157,53,0,1489.063996,581.9586988,24,18,82.72577755555557,6.166666666666667,13.414990954954956,0,1
3158,4334,4334,75,75,92.54182883,887,18,0,3145.036248,2607.212262,16,16,196.5647655,4.6875,41.933816639999996,0,1
3159,4335,4335,184,147,315.5688666,2549,83,0,3056.080917,328.7069318,26,23,132.8730833478261,6.391304347826087,20.78966610204082,0,1
3160,4336,4336,32,32,54.52638519,161,19,0,8802.935629,6846.9597,22,19,463.3124015263158,1.6842105263157894,275.09173840625,0,1
3161,4337,4337,92,73,92.57767897,486,68,67,2552.259276,1330.288302,27,17,150.13289858823532,4.294117647058823,34.96245583561644,0,2
3162,4338,4338,166,157,166.6499663,392,18,0,10730.53553,3438.011387,28,21,510.97788238095234,7.476190476190476,68.34736006369427,0,2
3163,4340,4340,61,51,247.7960054,1349,336,163,2946.286817,2396.635762,28,20,147.31434085,2.55,57.770329745098046,0,1
3164,4341,4341,131,106,167.0658312,187,94,0,1868.500805,956.8151102,17,10,186.8500805,10.6,17.62736608490566,0,2
3165,4342,4342,91,74,281.3211722,2424,232,0,1636.240771,685.5556827,11,11,148.749161,6.7272727272727275,22.11136177027027,0,1
3166,4343,4343,18,16,153.8097483,219,91,0,7478.452947,1098.42993,17,11,679.8593588181818,1.4545454545454546,467.4033091875,0,2
3167,4346,4346,134,134,185.3936024,143,42,0,4613.241437,3401.198494,7,1,4613.241437,134.0,34.42717490298507,0,2
3168,4347,4347,46,37,58.36911314,3413,87,15,6632.519242,3700.966156,13,13,510.1937878461539,2.8461538461538463,179.25727681081082,0,1
3169,4349,4349,31,25,85.50186752,988,238,18,8335.414781,4525.208874,24,16,520.9634238125,1.5625,333.41659124,0,1
3170,4351,4351,141,135,265.880252,1083,0,0,2903.820016,2355.765404,16,15,193.58800106666666,9.0,21.509777896296296,0,1
3171,4352,4352,41,33,194.7460628,1561,186,18,1889.771011,65.42756099,15,8,236.221376375,4.125,57.265788212121215,0,2
3172,4353,4353,125,100,129.1408629,856,24,11,1591.731195,802.2992506,13,7,227.39017071428572,14.285714285714286,15.91731195,0,1
3173,4355,4355,29,23,126.255973,832,9,0,974.9120158,220.3190661,16,15,64.99413438666666,1.5333333333333334,42.38747894782608,0,2
3174,4357,4357,55,46,132.9212773,2178,148,13,2304.292937,1634.066648,25,20,115.21464685000001,2.3,50.093324717391305,0,1
3175,4359,4359,26,21,303.8720229,1206,0,0,2259.499418,1265.635569,21,20,112.97497089999999,1.05,107.59521038095238,0,1
3176,4363,4363,100,80,202.5541988,2922,315,28,2427.857748,1119.935305,25,24,101.16073949999999,3.3333333333333335,30.348221849999998,0,1
3177,4365,4365,126,102,234.0111779,682,72,0,251.8725235,163.7625876,26,18,13.992917972222223,5.666666666666667,2.4693384656862745,1,2
3178,4366,4366,156,130,251.5701667,1796,91,3,2381.432743,1136.698189,18,17,140.08427899999998,7.647058823529412,18.318713407692307,0,1
3179,4368,4368,67,54,90.66742178,2082,0,3,3284.959128,2080.924093,3,3,1094.986376,18.0,60.83257644444444,1,1
3180,4369,4369,160,129,222.6110693,1668,46,7,1270.162928,1048.809176,30,23,55.22447513043478,5.608695652173913,9.846224248062015,0,1
3181,4370,4370,38,32,148.6543166,1987,354,125,5531.667848,607.8886763,4,2,2765.833924,16.0,172.86462025,0,2
3182,4371,4371,137,110,143.5123725,3011,20,0,4562.83126,2336.765432,26,16,285.17695375,6.875,41.480284181818185,0,2
3183,4372,4372,84,67,301.7464135,2400,0,0,2385.205578,1670.462449,31,25,95.40822312,2.68,35.60008325373134,0,2
3184,4373,4373,70,56,104.2167495,961,157,9,7879.594425,3904.275545,9,4,1969.89860625,14.0,140.70704330357142,0,2
3185,4374,4374,32,32,50.24402428,3230,0,0,4961.513188,1590.510723,7,2,2480.756594,16.0,155.047287125,0,1
3186,4375,4375,101,81,120.9820106,872,168,0,7465.514572,1885.039569,21,12,622.1262143333333,6.75,92.16684656790123,0,2
3187,4376,4376,91,74,170.5011461,2724,82,61,2658.946938,1851.664185,31,26,102.26718992307693,2.8461538461538463,35.93171537837838,0,2
3188,4377,4377,50,41,255.3026291,2247,54,0,4202.888718,2262.751446,12,5,840.5777436000001,8.2,102.50948092682927,0,1
3189,4378,4378,130,105,349.8969906,2627,221,53,2039.671243,1397.330098,28,23,88.68135839130434,4.565217391304348,19.42544040952381,0,2
3190,4381,4381,85,73,135.856749,2662,0,0,4158.641581,2492.857895,19,16,259.9150988125,4.5625,56.96769289041096,0,1
3191,4382,4382,141,118,217.7351307,2674,108,0,1836.478577,884.1703168,23,18,102.02658761111111,6.555555555555555,15.563377771186442,0,1
3192,4383,4383,105,85,175.0548716,2985,0,1,4525.311096,1094.008588,4,4,1131.327774,21.25,53.23895407058824,0,1
3193,4384,4384,121,97,152.1913651,828,593,76,11708.80816,2772.4717,22,19,616.2530610526316,5.105263157894737,120.70936247422681,0,1
3194,4385,4385,140,113,163.2923544,2455,236,0,7761.660627,4841.991221,25,19,408.5084540526316,5.947368421052632,68.68726218584071,0,2
3195,4386,4386,220,176,372.7732059,738,232,62,423.1867054,180.7605586,26,21,20.151747876190477,8.380952380952381,2.4044699170454544,1,2
3196,4387,4387,109,96,277.3266988,2168,94,73,5619.61608,1515.883754,24,22,255.43709454545453,4.363636363636363,58.5376675,0,1
3197,4388,4388,22,22,190.4545299,2275,0,213,2148.382542,371.6607829,20,16,134.273908875,1.375,97.6537519090909,0,2
3198,4391,4391,31,25,252.8455529,2079,54,0,5452.570983,1208.38124,22,20,272.62854914999997,1.25,218.10283932,0,2
3199,4392,4392,70,57,127.5629815,1684,634,0,11566.09848,593.6620021,12,12,963.84154,4.75,202.91400842105264,0,2
3200,4393,4393,37,30,179.307955,2372,0,0,3399.014025,746.014455,27,20,169.95070125,1.5,113.3004675,0,1
3201,4395,4395,31,25,79.75850103,3102,208,0,2722.093217,2098.643414,25,23,118.35187900000001,1.0869565217391304,108.88372868,0,1
